,Year,Average_Temp,State,percipitation,Abbreviation,RPS,Enacted,CoalPrice,SolarPrice,PetroleumPrice,GasPrice
0,1990,64.9,Alabama,56.87,AL,False,None,,8.805156382,20.03,
1,1991,64.0,Alabama,63.25,AL,False,None,,7.95646661,16.54,
2,1992,62.1,Alabama,59.79,AL,False,None,,7.21386306,15.99,
3,1993,62.3,Alabama,50.28,AL,False,None,,7.107776839,14.25,
4,1994,63.0,Alabama,60.33,AL,False,None,,6.365173288,13.19,
5,1995,63.0,Alabama,59.57,AL,False,None,,5.834742181,14.62,
6,1996,62.1,Alabama,58.33,AL,False,None,,6.046914624,18.46,
7,1997,62.4,Alabama,62.96,AL,False,None,,6.365173288,17.23,4.315
8,1998,65.1,Alabama,59.26,AL,False,None,,5.728655959,10.87,3.5683333333333334
9,1999,64.1,Alabama,49.01,AL,False,None,,5.092138631,15.56,3.876666666666667
10,2000,63.6,Alabama,42.49,AL,False,None,,4.879966188,26.72,7.526666666666666
11,2001,63.0,Alabama,59.04,AL,False,None,,4.773879966,21.84,5.665
12,2002,63.6,Alabama,57.13,AL,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
13,2003,62.7,Alabama,63.72,AL,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
14,2004,63.3,Alabama,59.88,AL,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
15,2005,63.4,Alabama,57.08,AL,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
16,2006,64.2,Alabama,47.54,AL,False,None,126.3,4.455621302,59.69,9.25
17,2007,64.4,Alabama,37.86,AL,False,None,130.525,4.137362637,66.52,9.614166666666668
18,2008,62.9,Alabama,53.07,AL,False,None,161.525,3.447802198,94.04,11.5625
19,2009,62.9,Alabama,73.77,AL,False,None,182.40833333333333,2.386939983,56.35,5.14
20,2010,62.7,Alabama,47.19,AL,False,None,189.55,2.04475,74.71,5.524166666666667
21,2011,63.8,Alabama,50.71,AL,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
22,2012,64.9,Alabama,53.38,AL,False,None,211.29166666666663,0.876416667,94.52,3.45
23,2013,62.6,Alabama,64.7,AL,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
24,2014,62.0,Alabama,56.03,AL,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
25,2015,64.6,Alabama,61.36,AL,False,None,194.0,0.5965,44.39,3.0700000000000003
26,2016,65.3,Alabama,45.01,AL,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
27,2017,65.0,Alabama,64.19,AL,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
28,2018,64.5,Alabama,64.4,AL,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
29,2019,65.4,Alabama,56.3,AL,False,None,199.825,0.37725,55.59,2.803333333333333
30,2020,64.9,Alabama,68.67,AL,False,None,188.9416666666667,,36.86,2.2416666666666667
31,1990,59.7,Arizona,14.08,AZ,True,1996,,8.805156382,20.03,
32,1991,59.2,Arizona,12.91,AZ,True,1996,,7.95646661,16.54,
33,1992,59.6,Arizona,18.15,AZ,True,1996,,7.21386306,15.99,
34,1993,59.8,Arizona,16.77,AZ,True,1996,,7.107776839,14.25,
35,1994,60.6,Arizona,12.45,AZ,True,1996,,6.365173288,13.19,
36,1995,61.0,Arizona,11.44,AZ,True,1996,,5.834742181,14.62,
37,1996,61.9,Arizona,8.74,AZ,True,1996,,6.046914624,18.46,
38,1997,60.5,Arizona,12.71,AZ,True,1996,,6.365173288,17.23,4.315
39,1998,59.3,Arizona,14.44,AZ,True,1996,,5.728655959,10.87,3.5683333333333334
40,1999,60.8,Arizona,10.37,AZ,True,1996,,5.092138631,15.56,3.876666666666667
41,2000,61.7,Arizona,11.13,AZ,True,1996,,4.879966188,26.72,7.526666666666666
42,2001,61.2,Arizona,10.79,AZ,True,1996,,4.773879966,21.84,5.665
43,2002,61.2,Arizona,6.97,AZ,True,1996,99.76666666666668,4.031276416,22.51,5.429166666666667
44,2003,61.9,Arizona,10.51,AZ,True,1996,99.93333333333334,3.978233305,27.56,8.579166666666667
45,2004,60.4,Arizona,13.52,AZ,True,1996,108.91666666666669,4.137362637,36.77,8.965833333333334
46,2005,61.1,Arizona,13.09,AZ,True,1996,116.51666666666668,4.243448859,50.28,13.141666666666666
47,2006,61.1,Arizona,9.76,AZ,True,1996,126.3,4.455621302,59.69,9.25
48,2007,61.6,Arizona,10.99,AZ,True,1996,130.525,4.137362637,66.52,9.614166666666668
49,2008,60.6,Arizona,12.31,AZ,True,1996,161.525,3.447802198,94.04,11.5625
50,2009,61.1,Arizona,7.03,AZ,True,1996,182.40833333333333,2.386939983,56.35,5.14
51,2010,60.4,Arizona,13.91,AZ,True,1996,189.55,2.04475,74.71,5.524166666666667
52,2011,60.3,Arizona,9.63,AZ,True,1996,207.04166666666663,1.67725,95.73,5.066666666666666
53,2012,62.1,Arizona,9.56,AZ,True,1996,211.29166666666663,0.876416667,94.52,3.45
54,2013,60.4,Arizona,12.13,AZ,True,1996,208.11666666666667,0.696333333,95.99,4.566666666666666
55,2014,62.2,Arizona,11.07,AZ,True,1996,199.93333333333337,0.6415,87.39,5.113333333333333
56,2015,61.8,Arizona,14.39,AZ,True,1996,194.0,0.5965,44.39,3.0700000000000003
57,2016,62.2,Arizona,12.28,AZ,True,1996,189.58333333333331,0.5505,38.29,3.0966666666666662
58,2017,63.0,Arizona,9.47,AZ,True,1996,195.8166666666667,0.462166667,48.05,3.4933333333333336
59,2018,62.3,Arizona,11.67,AZ,True,1996,199.59166666666667,0.4115,61.4,3.523333333333333
60,2019,60.3,Arizona,14.69,AZ,True,1996,199.825,0.37725,55.59,2.803333333333333
61,2020,62.6,Arizona,6.56,AZ,True,1996,188.9416666666667,,36.86,2.2416666666666667
62,1990,61.8,Arkansas,66.91,AR,False,None,,8.805156382,20.03,
63,1991,61.3,Arkansas,61.52,AR,False,None,,7.95646661,16.54,
64,1992,59.9,Arkansas,48.26,AR,False,None,,7.21386306,15.99,
65,1993,59.3,Arkansas,52.04,AR,False,None,,7.107776839,14.25,
66,1994,60.4,Arkansas,54.39,AR,False,None,,6.365173288,13.19,
67,1995,60.5,Arkansas,42.84,AR,False,None,,5.834742181,14.62,
68,1996,59.6,Arkansas,51.75,AR,False,None,,6.046914624,18.46,
69,1997,59.7,Arkansas,51.93,AR,False,None,,6.365173288,17.23,4.315
70,1998,63.1,Arkansas,49.17,AR,False,None,,5.728655959,10.87,3.5683333333333334
71,1999,62.1,Arkansas,43.8,AR,False,None,,5.092138631,15.56,3.876666666666667
72,2000,60.9,Arkansas,45.7,AR,False,None,,4.879966188,26.72,7.526666666666666
73,2001,61.2,Arkansas,55.41,AR,False,None,,4.773879966,21.84,5.665
74,2002,60.6,Arkansas,52.83,AR,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
75,2003,60.3,Arkansas,44.84,AR,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
76,2004,61.0,Arkansas,57.02,AR,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
77,2005,62.0,Arkansas,35.75,AR,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
78,2006,62.0,Arkansas,49.33,AR,False,None,126.3,4.455621302,59.69,9.25
79,2007,61.8,Arkansas,46.7,AR,False,None,130.525,4.137362637,66.52,9.614166666666668
80,2008,59.9,Arkansas,60.48,AR,False,None,161.525,3.447802198,94.04,11.5625
81,2009,59.9,Arkansas,72.2,AR,False,None,182.40833333333333,2.386939983,56.35,5.14
82,2010,61.2,Arkansas,38.79,AR,False,None,189.55,2.04475,74.71,5.524166666666667
83,2011,61.8,Arkansas,55.84,AR,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
84,2012,63.6,Arkansas,39.81,AR,False,None,211.29166666666663,0.876416667,94.52,3.45
85,2013,59.6,Arkansas,54.24,AR,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
86,2014,58.7,Arkansas,47.91,AR,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
87,2015,61.4,Arkansas,67.31,AR,False,None,194.0,0.5965,44.39,3.0700000000000003
88,2016,62.8,Arkansas,50.44,AR,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
89,2017,62.5,Arkansas,50.26,AR,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
90,2018,61.2,Arkansas,64.32,AR,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
91,2019,61.2,Arkansas,65.65,AR,False,None,199.825,0.37725,55.59,2.803333333333333
92,2020,61.1,Arkansas,63.82,AR,False,None,188.9416666666667,,36.86,2.2416666666666667
93,1990,58.0,California,13.99,CA,True,2002,,8.805156382,20.03,
94,1991,58.1,California,19.79,CA,True,2002,,7.95646661,16.54,
95,1992,59.3,California,23.23,CA,True,2002,,7.21386306,15.99,
96,1993,57.7,California,26.7,CA,True,2002,,7.107776839,14.25,
97,1994,58.0,California,17.54,CA,True,2002,,6.365173288,13.19,
98,1995,58.9,California,35.2,CA,True,2002,,5.834742181,14.62,
99,1996,59.6,California,32.51,CA,True,2002,,6.046914624,18.46,
100,1997,59.1,California,20.6,CA,True,2002,,6.365173288,17.23,4.315
101,1998,56.7,California,36.41,CA,True,2002,,5.728655959,10.87,3.5683333333333334
102,1999,58.0,California,17.63,CA,True,2002,,5.092138631,15.56,3.876666666666667
103,2000,58.8,California,21.43,CA,True,2002,,4.879966188,26.72,7.526666666666666
104,2001,59.1,California,23.02,CA,True,2002,,4.773879966,21.84,5.665
105,2002,58.8,California,18.68,CA,True,2002,99.76666666666668,4.031276416,22.51,5.429166666666667
106,2003,59.4,California,21.63,CA,True,2002,99.93333333333334,3.978233305,27.56,8.579166666666667
107,2004,58.9,California,21.76,CA,True,2002,108.91666666666669,4.137362637,36.77,8.965833333333334
108,2005,58.6,California,30.1,CA,True,2002,116.51666666666668,4.243448859,50.28,13.141666666666666
109,2006,58.6,California,23.61,CA,True,2002,126.3,4.455621302,59.69,9.25
110,2007,58.9,California,13.83,CA,True,2002,130.525,4.137362637,66.52,9.614166666666668
111,2008,58.9,California,17.85,CA,True,2002,161.525,3.447802198,94.04,11.5625
112,2009,58.8,California,17.05,CA,True,2002,182.40833333333333,2.386939983,56.35,5.14
113,2010,57.7,California,31.18,CA,True,2002,189.55,2.04475,74.71,5.524166666666667
114,2011,57.4,California,18.79,CA,True,2002,207.04166666666663,1.67725,95.73,5.066666666666666
115,2012,59.5,California,23.45,CA,True,2002,211.29166666666663,0.876416667,94.52,3.45
116,2013,59.3,California,7.93,CA,True,2002,208.11666666666667,0.696333333,95.99,4.566666666666666
117,2014,61.4,California,19.9,CA,True,2002,199.93333333333337,0.6415,87.39,5.113333333333333
118,2015,60.8,California,15.04,CA,True,2002,194.0,0.5965,44.39,3.0700000000000003
119,2016,60.1,California,25.73,CA,True,2002,189.58333333333331,0.5505,38.29,3.0966666666666662
120,2017,60.3,California,28.17,CA,True,2002,195.8166666666667,0.462166667,48.05,3.4933333333333336
121,2018,60.1,California,18.09,CA,True,2002,199.59166666666667,0.4115,61.4,3.523333333333333
122,2019,58.4,California,29.12,CA,True,2002,199.825,0.37725,55.59,2.803333333333333
123,2020,60.5,California,12.07,CA,True,2002,188.9416666666667,,36.86,2.2416666666666667
124,1990,45.6,Colorado,19.9,CO,True,2004,,8.805156382,20.03,
125,1991,45.0,Colorado,18.65,CO,True,2004,,7.95646661,16.54,
126,1992,45.3,Colorado,18.53,CO,True,2004,,7.21386306,15.99,
127,1993,43.8,Colorado,19.9,CO,True,2004,,7.107776839,14.25,
128,1994,46.5,Colorado,17.13,CO,True,2004,,6.365173288,13.19,
129,1995,45.7,Colorado,21.79,CO,True,2004,,5.834742181,14.62,
130,1996,45.8,Colorado,19.85,CO,True,2004,,6.046914624,18.46,
131,1997,44.8,Colorado,22.24,CO,True,2004,,6.365173288,17.23,4.315
132,1998,46.2,Colorado,18.77,CO,True,2004,,5.728655959,10.87,3.5683333333333334
133,1999,46.6,Colorado,20.03,CO,True,2004,,5.092138631,15.56,3.876666666666667
134,2000,47.0,Colorado,16.91,CO,True,2004,,4.879966188,26.72,7.526666666666666
135,2001,46.8,Colorado,16.81,CO,True,2004,,4.773879966,21.84,5.665
136,2002,46.1,Colorado,11.85,CO,True,2004,99.76666666666668,4.031276416,22.51,5.429166666666667
137,2003,47.0,Colorado,16.44,CO,True,2004,99.93333333333334,3.978233305,27.56,8.579166666666667
138,2004,45.8,Colorado,18.93,CO,True,2004,108.91666666666669,4.137362637,36.77,8.965833333333334
139,2005,46.8,Colorado,18.95,CO,True,2004,116.51666666666668,4.243448859,50.28,13.141666666666666
140,2006,46.5,Colorado,18.67,CO,True,2004,126.3,4.455621302,59.69,9.25
141,2007,46.2,Colorado,18.71,CO,True,2004,130.525,4.137362637,66.52,9.614166666666668
142,2008,44.9,Colorado,17.46,CO,True,2004,161.525,3.447802198,94.04,11.5625
143,2009,45.2,Colorado,18.79,CO,True,2004,182.40833333333333,2.386939983,56.35,5.14
144,2010,46.2,Colorado,18.19,CO,True,2004,189.55,2.04475,74.71,5.524166666666667
145,2011,45.4,Colorado,17.62,CO,True,2004,207.04166666666663,1.67725,95.73,5.066666666666666
146,2012,48.3,Colorado,12.31,CO,True,2004,211.29166666666663,0.876416667,94.52,3.45
147,2013,45.1,Colorado,18.79,CO,True,2004,208.11666666666667,0.696333333,95.99,4.566666666666666
148,2014,46.1,Colorado,19.14,CO,True,2004,199.93333333333337,0.6415,87.39,5.113333333333333
149,2015,47.4,Colorado,21.73,CO,True,2004,194.0,0.5965,44.39,3.0700000000000003
150,2016,47.3,Colorado,17.08,CO,True,2004,189.58333333333331,0.5505,38.29,3.0966666666666662
151,2017,47.9,Colorado,18.91,CO,True,2004,195.8166666666667,0.462166667,48.05,3.4933333333333336
152,2018,47.2,Colorado,14.96,CO,True,2004,199.59166666666667,0.4115,61.4,3.523333333333333
153,2019,45.3,Colorado,18.91,CO,True,2004,199.825,0.37725,55.59,2.803333333333333
154,2020,47.3,Colorado,12.23,CO,True,2004,188.9416666666667,,36.86,2.2416666666666667
155,1990,51.1,Connecticut,55.68,CT,True,1998,,8.805156382,20.03,
156,1991,51.0,Connecticut,47.77,CT,True,1998,,7.95646661,16.54,
157,1992,47.7,Connecticut,48.79,CT,True,1998,,7.21386306,15.99,
158,1993,48.6,Connecticut,45.75,CT,True,1998,,7.107776839,14.25,
159,1994,48.9,Connecticut,50.41,CT,True,1998,,6.365173288,13.19,
160,1995,49.0,Connecticut,42.29,CT,True,1998,,5.834742181,14.62,
161,1996,48.4,Connecticut,60.3,CT,True,1998,,6.046914624,18.46,
162,1997,48.6,Connecticut,42.68,CT,True,1998,,6.365173288,17.23,4.315
163,1998,51.6,Connecticut,50.08,CT,True,1998,,5.728655959,10.87,3.5683333333333334
164,1999,50.8,Connecticut,49.15,CT,True,1998,,5.092138631,15.56,3.876666666666667
165,2000,48.5,Connecticut,48.74,CT,True,1998,,4.879966188,26.72,7.526666666666666
166,2001,50.2,Connecticut,39.54,CT,True,1998,,4.773879966,21.84,5.665
167,2002,50.5,Connecticut,47.42,CT,True,1998,99.76666666666668,4.031276416,22.51,5.429166666666667
168,2003,48.2,Connecticut,56.12,CT,True,1998,99.93333333333334,3.978233305,27.56,8.579166666666667
169,2004,48.8,Connecticut,48.61,CT,True,1998,108.91666666666669,4.137362637,36.77,8.965833333333334
170,2005,49.5,Connecticut,54.68,CT,True,1998,116.51666666666668,4.243448859,50.28,13.141666666666666
171,2006,51.1,Connecticut,57.01,CT,True,1998,126.3,4.455621302,59.69,9.25
172,2007,49.5,Connecticut,45.54,CT,True,1998,130.525,4.137362637,66.52,9.614166666666668
173,2008,49.7,Connecticut,59.53,CT,True,1998,161.525,3.447802198,94.04,11.5625
174,2009,48.8,Connecticut,50.5,CT,True,1998,182.40833333333333,2.386939983,56.35,5.14
175,2010,51.4,Connecticut,48.54,CT,True,1998,189.55,2.04475,74.71,5.524166666666667
176,2011,50.9,Connecticut,63.69,CT,True,1998,207.04166666666663,1.67725,95.73,5.066666666666666
177,2012,52.5,Connecticut,39.39,CT,True,1998,211.29166666666663,0.876416667,94.52,3.45
178,2013,49.8,Connecticut,43.39,CT,True,1998,208.11666666666667,0.696333333,95.99,4.566666666666666
179,2014,48.7,Connecticut,45.01,CT,True,1998,199.93333333333337,0.6415,87.39,5.113333333333333
180,2015,49.8,Connecticut,37.08,CT,True,1998,194.0,0.5965,44.39,3.0700000000000003
181,2016,51.8,Connecticut,36.73,CT,True,1998,189.58333333333331,0.5505,38.29,3.0966666666666662
182,2017,50.9,Connecticut,44.1,CT,True,1998,195.8166666666667,0.462166667,48.05,3.4933333333333336
183,2018,50.8,Connecticut,62.16,CT,True,1998,199.59166666666667,0.4115,61.4,3.523333333333333
184,2019,49.8,Connecticut,53.91,CT,True,1998,199.825,0.37725,55.59,2.803333333333333
185,2020,51.8,Connecticut,43.37,CT,True,1998,188.9416666666667,,36.86,2.2416666666666667
186,1990,57.2,Delaware,43.03,DE,True,2005,,8.805156382,20.03,
187,1991,56.9,Delaware,41.84,DE,True,2005,,7.95646661,16.54,
188,1992,53.9,Delaware,40.54,DE,True,2005,,7.21386306,15.99,
189,1993,54.8,Delaware,44.44,DE,True,2005,,7.107776839,14.25,
190,1994,55.0,Delaware,47.31,DE,True,2005,,6.365173288,13.19,
191,1995,55.1,Delaware,38.39,DE,True,2005,,5.834742181,14.62,
192,1996,54.0,Delaware,57.9,DE,True,2005,,6.046914624,18.46,
193,1997,54.8,Delaware,41.11,DE,True,2005,,6.365173288,17.23,4.315
194,1998,57.4,Delaware,41.54,DE,True,2005,,5.728655959,10.87,3.5683333333333334
195,1999,56.5,Delaware,45.64,DE,True,2005,,5.092138631,15.56,3.876666666666667
196,2000,54.7,Delaware,46.19,DE,True,2005,,4.879966188,26.72,7.526666666666666
197,2001,56.1,Delaware,39.22,DE,True,2005,,4.773879966,21.84,5.665
198,2002,57.2,Delaware,46.47,DE,True,2005,99.76666666666668,4.031276416,22.51,5.429166666666667
199,2003,54.6,Delaware,57.82,DE,True,2005,99.93333333333334,3.978233305,27.56,8.579166666666667
200,2004,55.8,Delaware,44.71,DE,True,2005,108.91666666666669,4.137362637,36.77,8.965833333333334
201,2005,55.7,Delaware,46.87,DE,True,2005,116.51666666666668,4.243448859,50.28,13.141666666666666
202,2006,57.3,Delaware,46.76,DE,True,2005,126.3,4.455621302,59.69,9.25
203,2007,56.3,Delaware,38.4,DE,True,2005,130.525,4.137362637,66.52,9.614166666666668
204,2008,56.3,Delaware,42.61,DE,True,2005,161.525,3.447802198,94.04,11.5625
205,2009,55.4,Delaware,55.94,DE,True,2005,182.40833333333333,2.386939983,56.35,5.14
206,2010,56.7,Delaware,40.56,DE,True,2005,189.55,2.04475,74.71,5.524166666666667
207,2011,57.4,Delaware,44.56,DE,True,2005,207.04166666666663,1.67725,95.73,5.066666666666666
208,2012,58.5,Delaware,39.32,DE,True,2005,211.29166666666663,0.876416667,94.52,3.45
209,2013,55.8,Delaware,50.75,DE,True,2005,208.11666666666667,0.696333333,95.99,4.566666666666666
210,2014,54.7,Delaware,45.0,DE,True,2005,199.93333333333337,0.6415,87.39,5.113333333333333
211,2015,56.4,Delaware,46.27,DE,True,2005,194.0,0.5965,44.39,3.0700000000000003
212,2016,57.4,Delaware,45.67,DE,True,2005,189.58333333333331,0.5505,38.29,3.0966666666666662
213,2017,57.6,Delaware,44.53,DE,True,2005,195.8166666666667,0.462166667,48.05,3.4933333333333336
214,2018,57.1,Delaware,60.02,DE,True,2005,199.59166666666667,0.4115,61.4,3.523333333333333
215,2019,57.5,Delaware,41.02,DE,True,2005,199.825,0.37725,55.59,2.803333333333333
216,2020,58.0,Delaware,55.92,DE,True,2005,188.9416666666667,,36.86,2.2416666666666667
217,1990,72.5,Florida,42.61,FL,False,None,,8.805156382,20.03,
218,1991,71.8,Florida,62.61,FL,False,None,,7.95646661,16.54,
219,1992,70.3,Florida,56.18,FL,False,None,,7.21386306,15.99,
220,1993,70.3,Florida,49.91,FL,False,None,,7.107776839,14.25,
221,1994,71.6,Florida,64.78,FL,False,None,,6.365173288,13.19,
222,1995,70.8,Florida,59.1,FL,False,None,,5.834742181,14.62,
223,1996,69.9,Florida,53.96,FL,False,None,,6.046914624,18.46,
224,1997,71.1,Florida,59.65,FL,False,None,,6.365173288,17.23,4.315
225,1998,72.5,Florida,57.05,FL,False,None,,5.728655959,10.87,3.5683333333333334
226,1999,71.2,Florida,49.69,FL,False,None,,5.092138631,15.56,3.876666666666667
227,2000,70.6,Florida,40.29,FL,False,None,,4.879966188,26.72,7.526666666666666
228,2001,70.9,Florida,52.21,FL,False,None,,4.773879966,21.84,5.665
229,2002,71.3,Florida,58.49,FL,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
230,2003,70.9,Florida,58.77,FL,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
231,2004,70.8,Florida,57.22,FL,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
232,2005,70.8,Florida,59.48,FL,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
233,2006,71.4,Florida,41.0,FL,False,None,126.3,4.455621302,59.69,9.25
234,2007,71.8,Florida,43.72,FL,False,None,130.525,4.137362637,66.52,9.614166666666668
235,2008,70.8,Florida,53.13,FL,False,None,161.525,3.447802198,94.04,11.5625
236,2009,71.2,Florida,53.77,FL,False,None,182.40833333333333,2.386939983,56.35,5.14
237,2010,69.2,Florida,48.12,FL,False,None,189.55,2.04475,74.71,5.524166666666667
238,2011,71.7,Florida,46.77,FL,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
239,2012,71.9,Florida,55.09,FL,False,None,211.29166666666663,0.876416667,94.52,3.45
240,2013,71.7,Florida,56.87,FL,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
241,2014,70.6,Florida,59.13,FL,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
